Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
1988,Seoul,Fencing,Fencing,"riboud, philippe",FRA,Men,Épée Individual,Silver,Summer
1988,Seoul,Fencing,Fencing,"chouvalov, andrei",URS,Men,Épée Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"kolobkov, pavel",URS,Men,Épée Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"reznitchenko, vladimir",URS,Men,Épée Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"tikhomirov, igor",URS,Men,Épée Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"tishko, mikhail",URS,Men,Épée Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"delpla, frederic",FRA,Men,Épée Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"henry, jean-michel",FRA,Men,Épée Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"lenglet, olivier",FRA,Men,Épée Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"riboud, philippe",FRA,Men,Épée Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"srecki, eric",FRA,Men,Épée Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"borrmann, elmar",FRG,Men,Épée Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"fischer, volker",FRG,Men,Épée Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"gerull, thomas",FRG,Men,Épée Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"pusch, alexander",FRG,Men,Épée Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"schmitt, arnd rüdiger",FRG,Men,Épée Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"romankov, aleksander",URS,Men,Foil Individual,Bronze,Summer
1988,Seoul,Fencing,Fencing,"cerioni, stefano",ITA,Men,Foil Individual,Gold,Summer
1988,Seoul,Fencing,Fencing,"wagner, udo",GDR,Men,Foil Individual,Silver,Summer
1988,Seoul,Fencing,Fencing,"funkenhauser, zita-eva",FRG,Women,Foil Individual,Bronze,Summer
1988,Seoul,Fencing,Fencing,"fichtel-mauritz, anja",FRG,Women,Foil Individual,Gold,Summer
1988,Seoul,Fencing,Fencing,"bau, sabine christiane",FRG,Women,Foil Individual,Silver,Summer
1988,Seoul,Fencing,Fencing,"busa, istvan",HUN,Men,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"ersek, zsolt",HUN,Men,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"gatai, robert",HUN,Men,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"szekeres, pal",HUN,Men,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"szelei, istvan",HUN,Men,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"aptiaouri, vladimir",URS,Men,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"ibraguimov, anvar",URS,Men,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"koretski, boris",URS,Men,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"mamedov, ilgar",URS,Men,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"romankov, aleksander",URS,Men,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"behr, matthias",FRG,Men,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"endres, thomas",FRG,Men,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"gey, matthias",FRG,Men,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"schreck, ulrich rainer",FRG,Men,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"weidner, thorsten",FRG,Men,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"janosi-nemeth, zsuzsanna",HUN,Women,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"kovacs, edit",HUN,Women,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"stefanek, gertrud",HUN,Women,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"szocs, zsuzsa",HUN,Women,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"tuschak, katalin",HUN,Women,Foil Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"bau, sabine christiane",FRG,Women,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"fichtel-mauritz, anja",FRG,Women,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"funkenhauser, zita-eva",FRG,Women,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"klug, anette",FRG,Women,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"weber, christiane",FRG,Women,Foil Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"bortolozzi borella, francesca",ITA,Women,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"gandolfi, annapia",ITA,Women,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"traversa, lucia",ITA,Women,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"vaccaroni, dorina",ITA,Women,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"zalaffi, margherita",ITA,Women,Foil Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"scalzo, giovanni",ITA,Men,Sabre Individual,Bronze,Summer
1988,Seoul,Fencing,Fencing,"lamour, jean-francois",FRA,Men,Sabre Individual,Gold,Summer
1988,Seoul,Fencing,Fencing,"olech, janusz",POL,Men,Sabre Individual,Silver,Summer
1988,Seoul,Fencing,Fencing,"cavaliere, massimo",ITA,Men,Sabre Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"dalla barba, gianfranco",ITA,Men,Sabre Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"marin, marco",ITA,Men,Sabre Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"meglio, ferdinando",ITA,Men,Sabre Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"scalzo, giovanni",ITA,Men,Sabre Team,Bronze,Summer
1988,Seoul,Fencing,Fencing,"bujdoso, imre",HUN,Men,Sabre Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"csongradi, laszlo",HUN,Men,Sabre Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"gedovari, imre",HUN,Men,Sabre Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"nebald, györgy",HUN,Men,Sabre Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"szabo, bence",HUN,Men,Sabre Team,Gold,Summer
1988,Seoul,Fencing,Fencing,"alshan, andrei",URS,Men,Sabre Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"burtsev, mikhail",URS,Men,Sabre Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"koryakin, sergei",URS,Men,Sabre Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"mindirgasov, sergei",URS,Men,Sabre Team,Silver,Summer
1988,Seoul,Fencing,Fencing,"pogossov, gueorgui",URS,Men,Sabre Team,Silver,Summer
1988,Seoul,Football,Football,"bommer, rudolf",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"fach, holger",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"funkel, wolfgang",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"goertz, armin",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"grahammer, roland",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"hassler, thomas",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"horster, thomas",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"janssen, olaf",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"kamps, uwe",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"kleppinger, gerhard",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"klinsmann, jurgen",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"mill, frank",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"reck, oliver",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"riedle, karlheinz",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"sauer, gunnar",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"schreier, christian",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"schulz, michael",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"sievers, ralf",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"walter, fritz",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"wuttke, wolfram",FRG,Men,Football,Bronze,Summer
1988,Seoul,Football,Football,"borodyuk, aleksandr",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"cherednik, aleksei",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"dobrovolski, igor",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"fokin, sergei",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"gorlukovich, sergei",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"ketashvili, gela",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"kharin, dmitri",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"kuznetsov, yevgeni",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"losev, viktor",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"lyutyi, vladimir",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"mikhailichenko, aleksei",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"narbekovas, arminas",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"ponomarev, igor",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"prudnikov, aleksei",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"savichev, yuri",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"sklyarov, igor",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"tatarchuk, vladimir",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"tishchenko, vadim",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"yanonis, arvidas",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"yarovenko, yevgeni",URS,Men,Football,Gold,Summer
1988,Seoul,Football,Football,"alves, aloisio",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"andrade da silva, jorge luiz",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"araujo, jose",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"bebeto, jose roberto",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"bernardes dos santos, edmar",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"candido, valdo",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"cruz, andre",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"de amorim campos, jorge",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"de souza faria, romario",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"de souza filho, milton",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"de souza, hamilton",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"donizete luiz, sergio",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"ferreira, jose",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"kerchner, nelson",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"mergen taffarel, claudio andre",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"nascimento, iomar",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"raimundo, ricardo",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"roque kaefer, ademir",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"santos batista, joao",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"silva, geovani",BRA,Men,Football,Silver,Summer
1988,Seoul,Football,Football,"winck, luiz carlos",BRA,Men,Football,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"mills, phoebe lan",USA,Women,Balance Beam,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"potorac, gabriela",ROU,Women,Balance Beam,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"silivas, daniela",ROU,Women,Balance Beam,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"shushunova, elena",URS,Women,Balance Beam,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"iketani, yukio",JPN,Men,Floor Exercises,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"lou, yun",CHN,Men,Floor Exercises,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"kharikov, serguei",URS,Men,Floor Exercises,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"artemov, vladimir",URS,Men,Floor Exercises,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"doudeva, diana",BUL,Women,Floor Exercises,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"silivas, daniela",ROU,Women,Floor Exercises,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"boginskaya, svetlana",URS,Women,Floor Exercises,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"behrendt, holger",GDR,Men,Horizontal Bar,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"gherman, marius costel",ROU,Men,Horizontal Bar,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"artemov, vladimir",URS,Men,Horizontal Bar,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"lioukine, valeri",URS,Men,Horizontal Bar,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"bilozerchev, dmitri",URS,Men,Individual All-Round,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"artemov, vladimir",URS,Men,Individual All-Round,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"lioukine, valeri",URS,Men,Individual All-Round,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"boginskaya, svetlana",URS,Women,Individual All-Round,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"shushunova, elena",URS,Women,Individual All-Round,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"silivas, daniela",ROU,Women,Individual All-Round,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"tippelt, sven",GDR,Men,Parallel Bars,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"artemov, vladimir",URS,Men,Parallel Bars,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"lioukine, valeri",URS,Men,Parallel Bars,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"bilozerchev, dmitri",URS,Men,Pommel Horse,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"borkai, zsolt",HUN,Men,Pommel Horse,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"geraskov, lubomir",BUL,Men,Pommel Horse,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"tippelt, sven",GDR,Men,Rings,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"behrendt, holger",GDR,Men,Rings,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"bilozerchev, dmitri",URS,Men,Rings,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"iketani, yukio",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"konishi, hiriyuki",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"mizushima, koichi",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"nishikawa, daisuke",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"sato, toshiharu",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"yamada, takahiro",JPN,Men,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"artemov, vladimir",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"bilozerchev, dmitri",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"gogoladze, vladimir",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"kharikov, serguei",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"lioukine, valeri",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"novikov, vladimir",URS,Men,Team Competition,Gold,Summer
1988,Seoul,Gymnastics,Artistic G.,"behrendt, holger",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"büchner, ralf",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"hoffmann, ulf",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"kroll, sylvio",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"tippelt, sven",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"wecker, andreas",GDR,Men,Team Competition,Silver,Summer
1988,Seoul,Gymnastics,Artistic G.,"fähnrich, gabriele",GDR,Women,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"jentsch, martina",GDR,Women,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"kersten, dagmar",GDR,Women,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"klotz, ulrike",GDR,Women,Team Competition,Bronze,Summer
1988,Seoul,Gymnastics,Artistic G.,"schieferdecker, bettina",GDR,Women,Team Competition,Bronze,Summer
